Country	Rank	Song	Artists	Album	Cover	Link
Luxembourg	1	olive	SadBoyForLife, Skitall	olive	https://i.scdn.co/image/ab67616d0000b273f041897b53bc6a28578d4264	https://open.spotify.com/track/0MWhR7u9YBRraRPCZl0TXg
Luxembourg	2	Gata Only	FloyyMenor, Cris Mj	Gata Only	https://i.scdn.co/image/ab67616d0000b273c4583f3ad76630879a75450a	https://open.spotify.com/track/6XjDF6nds4DE2BBbagZol6
Luxembourg	3	Espresso	Sabrina Carpenter	Espresso	https://i.scdn.co/image/ab67616d0000b273659cd4673230913b3918e0d5	https://open.spotify.com/track/2qSkIjg1o9h3YT9RAgYN75
Luxembourg	4	Beautiful Things	Benson Boone	Fireworks & Rollerblades	https://i.scdn.co/image/ab67616d0000b273cc04ff3e70e146ba9abacf40	https://open.spotify.com/track/3xkHsmpQCBMytMJNiDf3Ii
Luxembourg	5	Africa	TOTO	Toto IV	https://i.scdn.co/image/ab67616d0000b2734a052b99c042dc15f933145b	https://open.spotify.com/track/2374M0fQpWi3dLnB54qaLX
Luxembourg	6	i like the way you kiss me	Artemas	i like the way you kiss me	https://i.scdn.co/image/ab67616d0000b273e67611dbbf69a90d0b6cb738	https://open.spotify.com/track/2GxrNKugF82CnoRFbQfzPf
Luxembourg	7	Stumblin' In	CYRIL	Stumblin' In	https://i.scdn.co/image/ab67616d0000b2739a903819d8a5d3c80c47734c	https://open.spotify.com/track/0h3Xy4V4apMraB5NuM8U7Z
Luxembourg	8	BAND4BAND (feat. Lil Baby)	Central Cee, Lil Baby	BAND4BAND (feat. Lil Baby)	https://i.scdn.co/image/ab67616d0000b2737b588bf0555bde606f8b27c7	https://open.spotify.com/track/7iabz12vAuVQYyekFIWJxD
Luxembourg	9	BIRDS OF A FEATHER	Billie Eilish	HIT ME HARD AND SOFT	https://i.scdn.co/image/ab67616d0000b27371d62ea7ea8a5be92d3c1f62	https://open.spotify.com/track/6dOtVTDdiauQNBQEDOtlAB
Luxembourg	10	I Don't Wanna Wait	David Guetta, OneRepublic	I Don't Wanna Wait	https://i.scdn.co/image/ab67616d0000b2732f479a6c1825c1f29e0a3d49	https://open.spotify.com/track/331l3xABO0HMr1Kkyh2LZq
Lithuania	1	Žvaigždės	Jessica Shy	Sutemos	https://i.scdn.co/image/ab67616d0000b273a2a5fb2f9ce89668e5302ef5	https://open.spotify.com/track/0dWhliZrU41gOE51Zgbbyz
Lithuania	2	Gegužis	Rokas Yan, Monika LIU, Vaidas Baumila	Gegužis	https://i.scdn.co/image/ab67616d0000b2733134f5f0085ef28594234422	https://open.spotify.com/track/5AhgANntiBospadlrAKcxz
Lithuania	3	1000 Vėtrų	Jessica Shy	Sutemos	https://i.scdn.co/image/ab67616d0000b273a2a5fb2f9ce89668e5302ef5	https://open.spotify.com/track/2p9Jb5GxSdQvCJ7zTBSuXK
Lithuania	4	Iš Lėto Leidžiasi Saulė	Jovani, Karališka Erdvė, Remis Retro	Iš Lėto Leidžiasi Saulė	https://i.scdn.co/image/ab67616d0000b2737f1d0a650aaa66e0bee33e12	https://open.spotify.com/track/6CiKfOUAxxTxhdeXyxd6Lw
Lithuania	5	Apkabink	Jessica Shy	Pasaka	https://i.scdn.co/image/ab67616d0000b27316cc4f6105f790f53ae43b5c	https://open.spotify.com/track/6EOpPeCBiBYF0yITU0VQwT
Lithuania	6	i like the way you kiss me	Artemas	i like the way you kiss me	https://i.scdn.co/image/ab67616d0000b273e67611dbbf69a90d0b6cb738	https://open.spotify.com/track/2GxrNKugF82CnoRFbQfzPf
Lithuania	7	Tarp Geltonų Rūtų	Jessica Shy	Sutemos	https://i.scdn.co/image/ab67616d0000b273a2a5fb2f9ce89668e5302ef5	https://open.spotify.com/track/7oT03aTBgEAC3MqizjLL71
Lithuania	8	Espresso	Sabrina Carpenter	Espresso	https://i.scdn.co/image/ab67616d0000b273659cd4673230913b3918e0d5	https://open.spotify.com/track/2qSkIjg1o9h3YT9RAgYN75
Lithuania	9	BIRDS OF A FEATHER	Billie Eilish	HIT ME HARD AND SOFT	https://i.scdn.co/image/ab67616d0000b27371d62ea7ea8a5be92d3c1f62	https://open.spotify.com/track/6dOtVTDdiauQNBQEDOtlAB
Lithuania	10	Luktelk	Silvester Belt	Luktelk	https://i.scdn.co/image/ab67616d0000b273f1155fce698c577745a8b63a	https://open.spotify.com/track/5cVMsMEgeJXghVqWv7wrGl
Latvia	1	Zemenes	Apvedceļš	Tā bija, tā būs...	https://i.scdn.co/image/ab67616d0000b2732d8f7b895f04f5672434f7ce	https://open.spotify.com/track/5qSCOV54U5CItn2gEb4Ek1
Latvia	2	Ai, jel manu vieglu prātu	Jauns Mēness	Garastāvoklis	https://i.scdn.co/image/ab67616d0000b273aac197ad8b4a75da7597ba9c	https://open.spotify.com/track/59MD2NDaTT0ZvOELrOCthn
Latvia	3	Balle Baložos	Jātnieki	Dziesmu krūze #1	https://i.scdn.co/image/ab67616d0000b27396946b07ef9ac14af7c68868	https://open.spotify.com/track/1XIIlQJN0acfB45WvtWhTL
Latvia	4	Mūsu Limuzīns	Labvēlīgais Tips	Naukšēnu Disko	https://i.scdn.co/image/ab67616d0000b2739dcdb3ed3ecc817b0696ab78	https://open.spotify.com/track/3NCyLyOfyNXFweZkCkjSjD
Latvia	5	Brāl' Ar Dzīvi Nekaulē	Bermudu Divstūris, Apvedceļš	Vidēji Glīts	https://i.scdn.co/image/ab67616d0000b27363001a4ba930ebfe4b0bce10	https://open.spotify.com/track/6IHo6KA0JW6FEHT0hdkx7s
